Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
29,"T","Methyl vinyl ketone",55,0,1.85973269144698,0,0,0,0,0," "
30,"","Hexane<N->",57.0999984741211,0,1.88000005086267,0,0,0,0,0," "
31,"","Furan, 3-methyl-",82.0999984741211,0,1.88038978576664,0,0,0,0,0," "
32,"","Ethyl acetate",61,0,1.88584632873539,0,0,0,0,0," "
33,"","Propane, 2-ethoxy-2-methyl-",59.0999984741211,0,1.90338528951013,0,0,0,0,0," "
34,"","1-Propanol, 2-methyl-",43.0999984741211,0,1.90416475931807,0,0,0,0,0," "
35,"","Isobutyronitrile",68,0,1.91468823750818,0,0,0,0,0," "
36,"","Cyclopentane, methyl-",56.0999984741211,0,1.92716039021814,0,0,0,0,0," "
37,"","1,3-Pentadiene, 2-methyl-, (E)-",67,0,1.95795097351078,0,0,0,0,0," "
38,"","Amylene Hydrate",59.0999984741211,0,1.96184857686365,0,0,0,0,0," "
39,"","2,4-Hexadiene, (Z,Z)-",67.0999984741211,0,1.97276166280115,0,0,0,0,0," "
40,"","4",79.0999984741211,0,1.9910802205404,0,0,0,0,0," "
41,"","Cyclopentene, 3-methyl-",67.0999984741211,0,2.01992200215662,0,0,0,0,0," "
42,"","Butanal, 3-methyl-",58.0999984741211,0,2.02187080383305,0,0,0,0,0," "
43,"","15",70,0,2.02342987060551,0,0,0,0,0," "
44,"","2-Propanone, 1-hydroxy-",43.0999984741211,0,2.03278401692712,0,0,0,0,0," "
45,"","25",87,0,2.03278401692712,0,0,0,0,0," "
46,"","Benzene",78.0999984741211,0,2.03278401692712,0,0,0,0,0," "
47,"","1-Butanol",56.0999984741211,0,2.05616925557459,0,0,0,0,0," "
48,"","Butanal, 2-methyl-",57.0999984741211,0,2.06162579854334,0,0,0,0,0," "
49,"","5",79,0,2.09943211873377,0,0,0,0,0," "
50,"","Hexane, 3-methyl-",43.0999984741211,0,2.10683746337895,0,0,0,0,0," "
51,"","1-Penten-3-ol",57.0999984741211,0,2.12476615905766,0,0,0,0,0," "
52,"","Butane, 2-methoxy-2-methyl-",73.0999984741211,0,2.12866363525395,0,0,0,0,0," "
53,"","6",66.9000015258789,0,2.14503351847335,0,0,0,0,0," "
54,"","2-Pentanone",43.0999984741211,0,2.16841862996424,0,0,0,0,0," "
55,"","Triethylamine",86.0999984741211,0,2.17075729370122,0,0,0,0,0," "
56,"T","Ethyl vinyl ketone",55,0,2.17582397460942,0,0,0,0,0," "
57,"","Formic acid, 2-methylpropyl ester",56.0999984741211,0,2.18128051757817,0,0,0,0,0," "
58,"","Propanoic acid",74.0999984741211,0,2.1832293192546,0,0,0,0,0," "
59,"","7",56.0999984741211,0,2.18868586222335,0,0,0,0,0," "
60,"","Pentandione<2,3->",57,0,2.20700454711918,0,0,0,0,0," "
61,"","Pentanal",58.0999984741211,0,2.21752777099614,0,0,0,0,0," "
62,"","Heptane",43.0999984741211,0,2.23000005086267,0,0,0,0,0," "
63,"","Ethyl furan<2->",81.0999984741211,0,2.31859512329106,0,0,0,0,0," "
64,"","2-Butanone, 3-hydroxy-",45.0999984741211,0,2.42406514485682,0,0,0,0,0," "
65,"","Propane, 2-methyl-2-(1-methylethoxy)-",59.0999984741211,0,2.51898854573573,0,0,0,0,0," "
66,"T","Ethoxy ethanol<2->",59,0,2.59070816040044,0,0,0,0,0," "
67,"","2-Propenoic acid, 2-methyl-, methyl ester",100.099998474121,0,2.60125528971359,0,0,0,0,0," "
68,"T","1-Pentene, 2,4,4-trimethyl-",57,0,2.62445882161464,0,0,0,0,0," "
69,"T","1-Butanol, 3-methyl-",55,0,2.68774083455409,0,0,0,0,0," "
70,"","11",96,0,2.72149124145513,0,0,0,0,0," "
71,"T","Butanenitrile, 2-methyl-",55,0,2.79110183715826,0,0,0,0,0," "
72,"","155",103,0,2.84383697509771,0,0,0,0,0," "
73,"","Cyclohexane, methyl-",83.0999984741211,0,2.93032251993821,0,0,0,0,0," "
74,"","Buten-1-ol<3-methyl-3->",56,0,3.08641840616868,0,0,0,0,0," "
75,"","1,3-Diazine",80,0,3.10962193806972,0,0,0,0,0," "
76,"","Pentane, 2,2,3-trimethyl-",57.0999984741211,0,3.20665461222337,0,0,0,0,0," "
77,"T","2-Propenoic acid",72,0,3.2973589579265,0,0,0,0,0," "
78,"","3-Penten-2-one, (E)-",69.0999984741211,0,3.39228210449226,0,0,0,0,0," "
79,"","Methyl Isobutyl Ketone",58.0999984741211,0,3.4154856363933,0,0,0,0,0," "
80,"T","Butanenitrile, 3-methyl-",43,0,3.44923604329434,0,0,0,0,0,"D"
81,"","2-Butenal, 2-methyl-",84.0999984741211,0,3.46400197347012,0,0,0,0,0," "
82,"","Pyridine",79,0,3.55470631917325,0,0,0,0,0," "
83,"","Disulfide, dimethyl",94,0,3.58634745279955,0,0,0,0,0," "
84,"","4-Penten-2-one, 4-methyl-",43.0999984741211,0,3.7255681355795,0,0,0,0,0,"D"
85,"","Pentane, 2,3,4-trimethyl-",43.0999984741211,0,3.73189646403002,0,0,0,0,0," "
86,"","Pentane, 2,3,3-trimethyl-",71.0999984741211,0,3.90275828043628,0,0,0,0,0," "
87,"","Penten-1-al<2E->",83,0,3.91752395629891,0,0,0,0,0," "
88,"","46",117,0,3.92596155802417,0,0,0,0,0," "
89,"","Propanoic acid, 2-methyl-",43.0999984741211,0,3.92596155802417,0,0,0,0,0," "
90,"","99",117,0,3.92596155802417,0,0,0,0,0," "
91,"","Pyrrole",67.0999984741211,0,3.95971196492521,0,0,0,0,0," "
92,"","1-Heptene, 4-methyl-",70.0999984741211,0,4.00611902872729,0,0,0,0,0," "
93,"","Hexane, 2,3-dimethyl-",70.0999984741211,0,4.08838577270516,0,0,0,0,0," "
94,"","Pentanal, 2-methyl-",58.0999984741211,0,4.13690210978198,0,0,0,0,0," "
95,"","Furan, tetrahydro-2,2,5,5-tetramethyl-",113.099998474121,0,4.20229365030933,0,0,0,0,0," "
96,"","1-Pentanol",55.0999984741211,0,4.31409200032561,0,0,0,0,0," "
97,"","Heptane, 4-methyl-",71.0999984741211,0,4.34573313395191,0,0,0,0,0," "
98,"","2-Penten-1-ol, (E)-",57,0,4.38792114257821,0,0,0,0,0," "
99,"","Hexane, 3,4-dimethyl-",56.0999984741211,0,4.44276580810556,0,0,0,0,0," "
100,"","Pentenol<2Z->",57.0999984741211,0,4.45964101155608,0,0,0,0,0," "
101,"","63",43.0999984741211,0,4.47440694173186,0,0,0,0,0," "
102,"","Heptane, 3-methyl-",57.0999984741211,0,4.57987721761077,0,0,0,0,0," "
103,"T","Propyl aldoxime, 2-methyl-, anti-",70,0,4.60308074951181,0,0,0,0,0," "
104,"","12",56,0,4.64526875813811,0,0,0,0,0," "
105,"T","2-Buten-1-ol, 2-methyl-",71,0,4.73597310384124,0,0,0,0,0," "
106,"","Cyclobutene, 1,2,3,4-tetramethyl-",95.0999984741211,0,4.74230143229176,0,0,0,0,0," "
107,"","Toluene",91.0999984741211,4.97695007324229,4.9000000000001,4.814649963379,5.20231984456391,20972.400390625,203775.893664296,99.8165664672852,"M"
108,"","Hexane, 2,2,4-trimethyl-",57.0999984741211,0,4.93636678059906,0,0,0,0,0," "
109,"T","2,4-Pentanedione",85,0,4.96589813232432,0,0,0,0,0," "
110,"","2-Butenal, 3-methyl-",84.0999984741211,0,4.97644551595062,0,0,0,0,0,"D"
111,"","Butanoic acid",60,0,5.03339945475271,0,0,0,0,0," "
112,"","3-Hexanone",57.2000007629395,0,5.06504007975271,0,0,0,0,0,"D"
113,"","1-Heptene, 2-methyl-",56.0999984741211,0,5.12832234700531,0,0,0,0,0," "
114,"","2-Hexanone",43.0999984741211,0,5.17894795735687,0,0,0,0,0," "
115,"","Cyclopentanone",55.0999984741211,5.41443328857433,5.1852762858074,5.30153350830089,5.52021636962902,624.453125,5007.72948617401,96.3669738769531,"QM"
116,"","Heptane, 3-methylene-",70.0999984741211,0,5.2274642944337,0,0,0,0,0," "
117,"","Methyl pyruvate",43.0999984741211,0,5.24223022460948,0,0,0,0,0," "
118,"","2-Octene, (Z)-",83.0999984741211,0,5.31395009358735,0,0,0,0,0," "
119,"","3-Pentanone, 2,4-dimethyl-",43.0999984741211,0,5.41309204101573,0,0,0,0,0," "
120,"","36",133,0,5.42785797119151,0,0,0,0,0," "
121,"","72",84,0,5.54224700927745,0,0,0,0,0," "
122,"","3-Penten-2-one, 4-methyl-",83.0999984741211,0,5.55858256022147,0,0,0,0,0," "
123,"","Hexanal",56.0999984741211,5.64025014241548,5.55858256022147,5.52028350830089,5.7504369099936,1769.99938964844,13696.122532878,97.8806533813477,"M"
124,"","8",70.0999984741211,0,5.59778900146496,0,0,0,0,0,"D"
125,"T","2-Hexene, 3,5-dimethyl-",70,0,5.67184499104829,0,0,0,0,0," "
126,"","3-Octene, (E)-",70.0999984741211,0,5.81669057210298,0,0,0,0,0," "
127,"","13",70,0,5.82104644775402,0,0,0,0,0," "
128,"","140",44,0,5.85589650472017,0,0,0,0,0,"D"
129,"","1H-Pyrrole, 1-ethyl-",80.0999984741211,0,5.89619191487642,0,0,0,0,0," "
130,"","3-Furaldehyde",95,0,5.90054829915376,0,0,0,0,0," "
131,"","Hexane, 2,3,5-trimethyl-",85.1999969482422,0,5.93104197184257,0,0,0,0,0," "
132,"","Butyl acetate",56.0999984741211,0,5.93539835611991,0,0,0,0,0," "
133,"T","Heptane, 2,4-dimethyl-",85,0,6.13251851399752,0,0,0,0,0," "
134,"","66",98,0,6.28498687744153,0,0,0,0,0," "
135,"","2-Cyclopenten-1-one",82,6.55756683349622,6.33399505615247,6.49100189208997,6.6990631103517,463.882507324219,2138.35097296904,92.4035949707031,"QM"
136,"","22",98.0999984741211,0,6.33835093180351,0,0,0,0,0," "
137,"","Furfural",96,6.55051676432305,6.35686492919935,6.47289988199883,6.82653401692722,1967.99938964844,20490.7463006594,99.3289642333984,"M"
138,"","Dimethyl Sulfoxide",63,0,6.36122131347669,0,0,0,0,0," "
139,"","18",57.0999984741211,0,6.42983245849622,0,0,0,0,0,"D"
140,"","1H-Pyrrole, 2-methyl-",80,0,6.55180714925143,0,0,0,0,0," "
141,"","2,4-Dimethyl-1-heptene",70.0999984741211,0,6.57576649983737,0,0,0,0,0," "
142,"","Isovaleric acid",60,0,6.60408223470065,0,0,0,0,0," "
143,"","1-Hexen-3-yne, 2,5,5-trimethyl-",107.099998474121,0,6.63130849202487,0,0,0,0,0," "
144,"T","Cyclohexane, 1,2,4-trimethyl-",55,0,6.63457590738946,0,0,0,0,0," "
145,"","Benzene, chloro-",111.900001525879,0,6.6639806111655,0,0,0,0,0," "
146,"","2-Hexenal, (E)-",83.0999984741211,0,6.83387400309258,0,0,0,0,0," "
147,"","Butanoic acid<2-methyl->",74,0,6.8502100626629,0,0,0,0,0," "
148,"","2-Furanmethanol",98,7.30555013020848,6.93733520507826,7.27731679280614,7.34674479166681,265.906707763672,151.822178279497,95.6793670654297,"QM"
149,"","3-Hexen-1-ol, (Z)-",67,0,6.96891784667983,0,0,0,0,0," "
150,"","73",43.0999984741211,0,6.97654113769545,0,0,0,0,0," "
151,"T","Butyl aldoxime, 3-methyl-, syn-",59,0,7.03752899169936,0,0,0,0,0," "
152,"","10",109.099998474121,0,7.04515228271498,0,0,0,0,0," "
153,"","Ethylbenzene",91.0999984741211,7.13619995117202,7.06039886474623,7.10473785400405,7.16973673502619,386,606.875499999997,93.0676193237305,"QM"
154,"T","Hexenol<2E->",57,0,7.16386006673191,0,0,0,0,0," "
155,"T","Butyl aldoxime, 2-methyl-, syn-",73,0,7.16386006673191,0,0,0,0,0," "
156,"T","Octane, 4-methyl-",85,0,7.18999735514337,0,0,0,0,0," "
157,"","146",43,0,7.25098470052098,0,0,0,0,0," "
158,"","p-Xylene",91,7.34788309733088,7.2836568196616,7.28438313802098,7.39806976318374,684,2782.8575,96.8068237304688,"M"
159,"","2(3H)-Furanone, 5-methyl-",55,0,7.29128011067723,0,0,0,0,0," "
160,"","1-Hexanol",56.0999984741211,0,7.29128011067723,0,0,0,0,0," "
161,"","74",43.0999984741211,0,7.30761617024754,0,0,0,0,0," "
162,"T","Hexenol<2Z->",57,0,7.41652221679702,0,0,0,0,0," "
163,"T","Isopentyl acetate",70,0,7.44048156738296,0,0,0,0,0," "
164,"T","Butyl aldoxime, 2-methyl-, anti-",43,0,7.44048156738296,0,0,0,0,0," "
165,"T","Cyclopentanone, 2-methyl-",55,0,7.54612070719416,0,0,0,0,0,"D"
166,"T","Heptanol<4->",55,0,7.57661437988296,0,0,0,0,0," "
167,"T","Butyl aldoxime, 3-methyl-, anti",59,0,7.64304707845067,0,0,0,0,0," "
168,"","2-Cyclopentene-1,4-dione",96,0,7.68878784179703,0,0,0,0,0," "
169,"","Pentanoic acid",60.0999984741211,0,7.72037048339859,0,0,0,0,0," "
170,"","3-Heptanone",57.0999984741211,7.80655008951839,7.77264556884781,7.75714975992854,7.84888356526708,948,3015.47200000001,98.9136734008789," "
171,"T","Pentane, 1-nitro-",43,7.91944986979182,7.77373453776057,7.84888356526708,7.98294982910172,999.842529296875,2973.1660313089,97.8768157958984,"M"
172,"","Styrene",104.099998474121,7.926499938965,7.8673940022788,7.85594991048193,8.03941650390641,1811,8249.37449999998,97.9955902099609," "
173,"","Heptanone<2->",58,7.91239980061865,7.8673940022788,7.84888356526708,7.9646341959637,607,2194.3025,96.0932540893555,"M"
174,"","Cyclohexanone",98.0999984741211,0,7.91531270345068,0,0,0,0,0," "
175,"","o-Xylene",91.0999984741211,0,7.93055928548193,0,0,0,0,0," "
176,"","28",99,0,8.04273274739599,0,0,0,0,0," "
177,"","2-Propenoic acid, butyl ester",55,7.89121653238948,8.06521606445329,7.87432963053401,7.94504394531266,551.292114257813,856.063643055929,96.0126876831055,"QM"
178,"","Heptenal<4Z->",68,0,8.11859385172542,0,0,0,0,0," "
179,"","Heptanal",70.0999984741211,8.20876668294287,8.16876881917334,8.10996653238949,8.29343312581397,1760,8366.41049999999,95.0130310058594,"Q"
180,"","62",96.0999984741211,8.20169982910173,8.31609090169287,8.10996653238949,8.27226664225277,412,1979.6155,94.4722595214844,"Q"
181,"","141",68,8.44161682128923,8.40683288574236,8.37193552653011,8.55451660156267,3211,10058.382,97.1151351928711,"M"
182,"","Butyl propanoate",57.0999984741211,0,8.41537322998064,0,0,0,0,0,"D"
183,"","Butyrolactone",42.0999984741211,0,8.44846750895199,0,0,0,0,0,"D"
184,"","2-Acetylfuran",95,0,8.45273793538428,0,0,0,0,0," "
185,"","2(5H)-Furanone",55,8.93556620279966,8.5029129028322,8.85794982910174,9.0136759440106,390.954162597656,2056.76814661942,99.5331268310547,"M"
186,"","Amyl acetate",70.1999969482422,0,8.56696573893246,0,0,0,0,0," "
187,"","2-Cyclohexen-1-ol",70,0,8.60112711588559,0,0,0,0,0," "
188,"T","2-Cyclopenten-1-one, 2-hydroxy-",98,0,8.73030192057309,0,0,0,0,0," "
189,"T","2,5-Hexanedione",99,0,8.75912577311215,0,0,0,0,0," "
190,"","1,2-Cyclopentanedione",98.0999984741211,9.0696329752606,8.80289510091163,9.0273000081382,9.28428548177102,1439.39196777344,8885.66273249896,90.0797958374023,"QM"
191,"","Cumene",105,0,8.84452921549497,0,0,0,0,0," "
192,"","Hexanoic acid, methyl ester",74,0,8.8669484456382,0,0,0,0,0," "
193,"","156",132.899993896484,0,8.89363708496112,0,0,0,0,0," "
194,"T","Cyclohexane, propyl-",83,0,8.93740641276059,0,0,0,0,0," "
195,"","30",58.0999984741211,0,9.00039265950539,0,0,0,0,0," "
196,"T","Pinene<alpha->",93,0,9.02601318359393,0,0,0,0,0," "
197,"","Formamide, N,N-diethyl-",101.099998474121,9.39423319498717,9.18614705403664,9.34483337402362,9.52560729980488,6104.5400390625,15820.6480340176,98.0960006713867,"M"
198,"","2-Heptanone, 4-methyl-",58.0999984741211,0,9.25767313639341,0,0,0,0,0," "
199,"T","Camphene",93,0,9.47225036621113,0,0,0,0,0," "
200,"","gamma-Valerolactone",56.0999984741211,0,9.68042399088561,0,0,0,0,0," "
201,"","2-Heptanone, 6-methyl-",58.0999984741211,0,9.74874674479186,0,0,0,0,0," "
202,"T","Heptan-2-ol<6-methyl-",97,0,9.82881368001322,0,0,0,0,0," "
203,"","Benzaldehyde",106,9.98696695963562,9.88539428710957,9.93051656087259,10.1534067789716,2231.19165039063,9102.33001335583,97.5118560791016,"QM"
204,"","Benzene, 1-ethyl-4-methyl-",105.099998474121,0,9.93877156575541,0,0,0,0,0," "
205,"","Benzene, 1-ethyl-3-methyl-",105.099998474121,0,9.97613627115905,0,0,0,0,0," "
206,"","5-methylfurfural",110,0,9.99535217285176,0,0,0,0,0," "
207,"","82",96,0,10.0145680745445,0,0,0,0,0," "
208,"","Glycerin",61,0,10.1202555338544,0,0,0,0,0," "
209,"","Benzene, 1,3,5-trimethyl-",105,0,10.1512145996096,0,0,0,0,0," "
210,"T","2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-",71,0,10.1554850260419,0,0,0,0,0," "
211,"","Dimethyl trisulfide",125.900001525879,0,10.1629577636721,0,0,0,0,0," "
212,"T","beta-Pinene",93,0,10.2152679443361,0,0,0,0,0," "
213,"","Heptanol<N->",70,0,10.2504974365236,0,0,0,0,0," "
214,"T","Benzene, 1-ethyl-2-methyl-",105,0,10.3038747151695,0,0,0,0,0," "
215,"","1-Hexene, 3,5-dimethyl-",57,0,10.3561848958335,0,0,0,0,0," "
216,"T","Octen-3-one<1->",55,0,10.3636576334637,0,0,0,0,0,"D"
217,"","3-Methyl-2(5H)-furanone  ",41.0999984741211,0,10.4437235514325,0,0,0,0,0,"D"
218,"T","2,3-Octanedione",99,0,10.4522644042971,0,0,0,0,0," "
219,"","Heptanol<2,6-dimethyl-2->",59.0999984741211,0,10.4971018473309,0,0,0,0,0," "
220,"","Octen-3-ol<1->",57,0,10.534465535482,0,0,0,0,0," "
221,"","Hexanoic acid",60.0999984741211,10.6220336914065,10.6027893066408,10.5867665608726,10.6432169596356,608,824.704499999987,95.3185119628906,"Q"
222,"","101",103,0,10.633748372396,0,0,0,0,0," "
223,"","57",191,0,10.6444244384768,0,0,0,0,0,"D"
224,"","Phenol",94,10.7914001464846,10.6903289794924,10.7349497477216,11.0463195800783,294.982330322266,1059.15605664948,97.5808181762695,"M"
225,"T","2-Propenoic acid, 2-methyl-, butyl ester",69,0,10.6903289794924,0,0,0,0,0,"D"
226,"","Octanone<3->",72,0,10.7170176188153,0,0,0,0,0," "
227,"T","Cineole<dehydro-1,8->",109,0,10.7191528320315,0,0,0,0,0," "
228,"","Hepten-2-one<6-methyl-5->",108.099998474121,10.7631663004559,10.7276926676434,10.699666341146,10.819616699219,1316,4456.85400000002,96.4293975830078," "
229,"","2-Hydroxy-gamma-butyrolactone",57.0999984741211,0,10.754382324219,0,0,0,0,0," "
230,"","37",69,0,10.7629221598309,0,0,0,0,0," "
231,"","2-Heptanone, 4,6-dimethyl-",58.0999984741211,0,10.8419209798179,0,0,0,0,0," "
232,"","2-Octanone",58.0999984741211,0,10.8493937174481,0,0,0,0,0," "
233,"","Myrcene",93.0999984741211,0,10.8643402099612,0,0,0,0,0," "
234,"","24",93,0,10.8803527832033,0,0,0,0,0," "
235,"","Pentyl furan<2->",81,10.8831329345705,10.8846232096356,10.847849527995,10.9325164794924,1266,3218.65000000008,97.0177917480469," "
236,"","Linalool oxide<dehydroxy-trans->",67.0999984741211,10.742000325521,10.9070424397789,10.7067169189455,10.7843332926434,652,1457.52499999998,97.5082778930664," "
237,"","1,2,4-Trimethylbenzene",105.099998474121,11.10893351237,10.9145151774091,11.0595336914065,11.1512664794924,1403,3750.50700000009,97.5197982788086,"Q"
238,"","43",66.8000030517578,0,11.0212839762372,0,0,0,0,0," "
239,"","Butyl butanoate",71.0999984741211,0,11.0212839762372,0,0,0,0,0," "
240,"","152",114,0,11.0277109781903,0,0,0,0,0," "
241,"","83",81,0,11.0362792968752,0,0,0,0,0," "
242,"","112",112,0,11.0630564371747,0,0,0,0,0," "
243,"","32",99.0999984741211,0,11.1262502034507,0,0,0,0,0," "
244,"T","Hexenyl acetate<3Z->",67,11.3488505045575,11.142316691081,11.2994496663414,11.419416300456,1237,4039.89899999999,96.2488784790039," "
245,"T","Phellandrene<alpha->",93,0,11.142316691081,0,0,0,0,0," "
246,"","Octanal",56.0999984741211,11.2218332926435,11.1862314860028,11.1583170572919,11.3133890787763,3280,12370.9855000001,92.9056015014648,"QM"
247,"T","Linalool oxide<dehydroxy-cis->",67,0,11.2044403076174,0,0,0,0,0,"D"
248,"T","Carene<delta-3->",93,0,11.3286855061851,0,0,0,0,0," "
249,"","121",128,0,11.4272257486981,0,0,0,0,0," "
250,"","trans-2-trans-4-Heptadienal",81,0,11.4454345703127,0,0,0,0,0," "
251,"T","Hexyl acetate",56,0,11.5161254882815,0,0,0,0,0," "
252,"T","Terpinene<alpha->",93,0,11.5439737955731,0,0,0,0,0,"D"
253,"T","Benzyl chloride",91,0,11.5471872965497,0,0,0,0,0," "
254,"","38",85.0999984741211,0,11.5546844482424,0,0,0,0,0,"D"
255,"T","Hexenyl acetate<2E->",43,11.2147837320966,11.5782491048179,11.1653828938804,11.2924001057945,4061,14960.6400000002,93.2884979248047,"Q"
256,"","75",81.0999984741211,0,11.6103810628258,0,0,0,0,0," "
257,"","4-Cyanocyclohexene",54.0999984741211,11.7087168375653,11.6639353434247,11.6522664388023,11.7722330729169,734,2295.08399999996,97.5118713378906,"Q"
258,"","52",70.0999984741211,0,11.6682200113935,0,0,0,0,0," "
259,"","39",85,0,11.6971394856773,0,0,0,0,0," "
260,"","102",111.099998474121,0,11.7346272786461,0,0,0,0,0," "
261,"T","Cymene<para->",119,0,11.7656880696617,0,0,0,0,0," "
262,"","1,2,3-Trimethylbenzene",105.099998474121,0,11.806389363607,0,0,0,0,0," "
263,"","64",93.0999984741211,12.0262664794924,11.806389363607,11.9768666585289,12.0827168782555,1383,4134.21099999995,95.7802581787109,"Q"
264,"T","Benzenemethanamine, N,N-dimethyl-",58,0,11.9220672607424,0,0,0,0,0," "
265,"T","Indane",117,0,12.0152516682945,0,0,0,0,0," "
266,"","Limonene",93.0999984741211,12.0262664794924,12.0323883056643,11.9627502441409,12.1038828531903,1357.34729003906,4386.05299999996,93.7955093383789,"Q"
267,"","1-Hexanol, 2-ethyl-",57.0999984741211,12.0191996256513,12.0698771158857,11.9556996663414,12.1744496663414,4910.93701171875,17436.9357999999,95.4126815795898,"Q"
268,"","Eucalyptol",108.099998474121,0,12.1073649088544,0,0,0,0,0," "
269,"","Cyclohexanone, 2,2,6-trimethyl-",82.0999984741211,0,12.1941223144534,0,0,0,0,0," "
270,"","Benzyl Alcohol",79,0,12.1941223144534,0,0,0,0,0," "
271,"T","Ocimene<(Z)-beta->",93,0,12.2016204833987,0,0,0,0,0," "
272,"","2(5H)-Furanone, 5-ethyl-",83,0,12.245534261068,0,0,0,0,0,"D"
273,"","173",43,0,12.3215820312502,0,0,0,0,0," "
274,"","2-Pyrrolidinone, 1-methyl-",99.0999984741211,0,12.329079182943,0,0,0,0,0,"D"
275,"","Cyclohexanone, 3,3,5-trimethyl-",83,12.3508504231773,12.3333638509117,12.3085164388023,12.4072998046877,1330,3850.85349999997,96.2646408081055," "
276,"","Ocimene<(E)-beta->",93,0,12.344074503581,0,0,0,0,0," "
277,"T","Lavender Lactone",111,0,12.3579986572268,0,0,0,0,0," "
278,"","147",113,0,12.3622833251956,0,0,0,0,0,"D"
279,"","Salicylaldehyde",121.900001525879,0,12.4597513834638,0,0,0,0,0," "
280,"","Benzeneacetaldehyde",91.0999984741211,0,12.4822448730471,0,0,0,0,0," "
281,"","58",69.0999984741211,0,12.490813191732,0,0,0,0,0," "
282,"","Indene",115,0,12.5047373453779,0,0,0,0,0," "
283,"","84",43.0999984741211,0,12.5165191650393,0,0,0,0,0,"D"
284,"","1H-Pyrrole-2-carboxaldehyde, 1-ethyl-",123.099998474121,0,12.6632578531904,0,0,0,0,0," "
285,"T","Bergamal",82,0,12.6696848551435,0,0,0,0,0," "
286,"","Hexalactone<gamma->",85,0,12.7907165527346,0,0,0,0,0," "
287,"","89",84.1999969482422,0,12.7982147216799,0,0,0,0,0," "
288,"","65",58,0,12.843200683594,0,0,0,0,0," "
289,"T","Terpinene<gamma->",93,0,12.8881856282555,0,0,0,0,0," "
290,"","9",59.0999984741211,0,12.9149627685549,0,0,0,0,0," "
291,"T","Decane, 4-methyl-",71,0,12.9203186035159,0,0,0,0,0," "
292,"","40",93.0999984741211,0,12.9824412027997,0,0,0,0,0," "
293,"","17",82.0999984741211,0,12.9942230224612,0,0,0,0,0," "
294,"","Acetylpyrrole<2->",94,0,13.0167154947919,0,0,0,0,0," "
295,"T","Benzene, 2-ethyl-1,4-dimethyl-",119,0,13.0338531494143,0,0,0,0,0," "
296,"T","Decane, 2-methyl-",57,0,13.0434926350914,0,0,0,0,0," "
297,"","103",107,0,13.124895222982,0,0,0,0,0," "
298,"","Pentanedinitrile",54,0,13.1709523518883,0,0,0,0,0," "
